fac_id,wgt_fac,wgt_abs,wgt_know
401001,2.2435896,2.2435896,8.974359
401002,2.2435896,2.2435896,3.3653843
401003,2.2435896,2.2435896,2.2435896
401005,2.2435896,2.2435896,6.7307687
401006,2.2435896,2.2435896,2.2435896
401008,2.2435896,2.2435896,4.4871793
401010,2.2435896,2.2435896,2.2435896
401013,2.2435896,2.2435896,2.2435896
401015,2.2435896,2.2435896,8.974359
401016,2.2435896,2.2435896,4.4871793
401018,2.2435896,2.2435896,2.2435896
401020,2.2435896,2.2435896,3.3653843
401023,2.2435896,2.2435896,2.2435896
401024,1.0,1.0,1.6666666
401078,2.2435896,2.2435896,4.4871793
401079,2.2435896,2.2435896,4.4871793
401080,2.2435896,2.2435896,4.4871793
401081,2.2435896,2.2435896,2.2435896
401098,2.2435896,2.2435896,4.4871793
402002,2.255814,2.255814,2.255814
402004,2.255814,2.255814,3.383721
402005,2.255814,2.255814,2.255814
402007,2.255814,2.255814,2.255814
402008,2.255814,2.255814,15.790698
402011,1.0,1.0,1.25
402020,2.255814,2.255814,4.511628
403006,2.255814,2.255814,3.383721
403008,2.255814,2.255814,2.255814
403012,2.255814,2.255814,6.767442
403013,2.255814,2.255814,4.511628
403016,2.255814,2.255814,4.511628
403020,2.255814,2.255814,4.511628
403022,2.255814,2.255814,4.511628
404004,2.2435896,2.2435896,2.991453
404006,1.0,1.0,3.3333333
404007,1.0,1.0,1.5
404008,2.2435896,2.2435896,2.2435896
404009,2.2435896,2.2435896,4.4871793
404013,2.2435896,2.2435896,2.2435896
404014,2.2435896,2.2435896,5.608974
404038,2.2435896,2.2435896,6.7307687
404040,2.2435896,2.2435896,2.2435896
404042,2.2435896,2.2435896,5.608974
404950,,,
405001,2.255814,2.255814,4.511628
405005,2.255814,2.255814,4.511628
405006,2.255814,2.255814,3.383721
405007,2.255814,2.255814,2.255814
405009,2.255814,2.255814,4.511628
405010,2.255814,2.255814,2.255814
405011,2.255814,2.255814,4.511628
405013,2.255814,2.255814,4.511628
405014,1.0,1.0,3.0
406001,2.2307692,2.2307692,2.2307692
406003,2.2307692,2.2307692,4.4615383
406004,2.2307692,2.2307692,2.2307692
406010,1.0,1.0,1.6666666
406031,2.2307692,2.2307692,4.4615383
406946,,,
406947,,,
406949,,,
407001,2.2435896,2.2435896,2.2435896
407003,2.2435896,2.2435896,2.2435896
407007,2.2435896,2.2435896,2.2435896
408001,2.255814,2.255814,3.0077522
408002,2.255814,2.255814,3.383721
408005,2.255814,2.255814,3.9476745
408006,2.255814,2.255814,6.767442
408029,2.255814,2.255814,2.255814
409003,2.2307692,2.2307692,3.3461537
409004,2.2307692,2.2307692,2.2307692
409005,2.2307692,2.2307692,8.923077
409006,2.2307692,2.2307692,6.6923075
409007,2.2307692,2.2307692,2.2307692
409008,2.2307692,2.2307692,6.6923075
409010,2.2307692,2.2307692,5.576923
409011,2.2307692,2.2307692,2.9743588
409013,1.0,1.0,
409027,2.2307692,2.2307692,2.2307692
409029,2.2307692,2.2307692,7.8076916
409030,2.2307692,2.2307692,2.2307692
409031,2.2307692,2.2307692,3.3461537
409032,2.2307692,2.2307692,6.6923075
409033,2.2307692,2.2307692,2.2307692
409034,2.2307692,2.2307692,4.4615383
409041,2.2307692,2.2307692,4.4615383
409042,2.2307692,2.2307692,4.4615383
409043,2.2307692,2.2307692,3.3461537
409044,1.0,1.0,1.0
410001,2.2307692,2.2307692,2.9743588
410002,2.2307692,2.2307692,4.4615383
410004,2.2307692,2.2307692,17.846153
410005,2.2307692,2.2307692,2.9743588
410006,2.2307692,2.2307692,10.038461
410007,2.2307692,2.2307692,3.3461537
410009,2.2307692,2.2307692,2.2307692
410010,2.2307692,2.2307692,3.7179484
410012,2.2307692,2.2307692,2.2307692
410013,2.2307692,2.2307692,2.2307692
410014,2.2307692,2.2307692,2.2307692
410015,2.2307692,2.2307692,2.8681316
410016,2.2307692,2.2307692,6.6923075
410017,1.0,1.0,1.25
410077,2.2307692,2.2307692,4.4615383
410079,1.0,1.0,1.2
410132,2.2307692,2.2307692,6.6923075
410152,2.2307692,2.2307692,6.6923075
411001,2.2435896,2.2435896,8.974359
411002,2.2435896,2.2435896,8.974359
411003,2.2435896,2.2435896,2.2435896
411006,2.2435896,2.2435896,4.4871793
411009,2.2435896,2.2435896,2.6923077
411010,1.0,1.0,
411011,1.0,1.0,4.5
411039,2.2435896,2.2435896,2.991453
411040,2.2435896,2.2435896,2.2435896
411042,2.2435896,2.2435896,4.4871793
412001,2.255814,2.255814,6.767442
412003,2.255814,2.255814,3.0077522
412004,2.255814,2.255814,3.383721
412007,2.255814,2.255814,4.511628
412008,2.255814,2.255814,4.511628
412010,2.255814,2.255814,2.255814
412011,2.255814,2.255814,4.511628
412014,2.255814,2.255814,2.255814
412017,1.0,1.0,1.25
412068,2.255814,2.255814,2.255814
412094,2.255814,2.255814,4.511628
412110,2.255814,2.255814,6.767442
412112,2.255814,2.255814,2.255814
412953,,,
413001,2.255814,2.255814,3.5448508
413002,2.255814,2.255814,5.263566
413004,2.255814,2.255814,4.511628
413007,2.255814,2.255814,9.023256
413009,2.255814,2.255814,4.511628
413011,1.0,1.0,
413031,2.255814,2.255814,2.255814
413033,2.255814,2.255814,5.263566
413034,1.0,1.0,1.6
413948,,,
414002,2.2307692,2.2307692,4.4615383
414003,2.2307692,2.2307692,6.6923075
414009,2.2307692,2.2307692,4.4615383
414012,2.2307692,2.2307692,6.6923075
414055,2.2307692,2.2307692,4.4615383
414056,2.2307692,2.2307692,4.4615383
414058,2.2307692,2.2307692,2.2307692
414059,2.2307692,2.2307692,6.6923075
415001,2.2435896,2.2435896,3.3653843
415002,2.2435896,2.2435896,2.991453
415004,2.2435896,2.2435896,2.2435896
415005,2.2435896,2.2435896,3.3653843
415007,2.2435896,2.2435896,4.4871793
415010,2.2435896,2.2435896,2.2435896
415011,2.2435896,2.2435896,2.2435896
415013,2.2435896,2.2435896,6.7307687
415015,2.2435896,2.2435896,4.4871793
415016,2.2435896,2.2435896,2.2435896
415017,2.2435896,2.2435896,2.2435896
415019,2.2435896,2.2435896,2.2435896
415021,2.2435896,2.2435896,2.2435896
415022,2.2435896,2.2435896,2.2435896
415024,1.0,1.0,2.0
415054,2.2435896,2.2435896,2.2435896
416007,2.2307692,2.2307692,2.2307692
416012,2.2307692,2.2307692,3.3461537
416015,2.2307692,2.2307692,2.9743588
417001,1.0,1.0,5.0
417037,2.2307692,2.2307692,6.6923075
417038,2.2307692,2.2307692,3.5692306
417039,2.2307692,2.2307692,15.615383
417190,2.2307692,2.2307692,2.2307692
418003,2.2307692,2.2307692,2.2307692
418952,,,
419002,2.2435896,2.2435896,4.4871793
419004,2.2435896,2.2435896,4.4871793
419005,2.2435896,2.2435896,2.2435896
419006,2.2435896,2.2435896,2.2435896
419007,2.2435896,2.2435896,2.2435896
419008,2.2435896,2.2435896,2.2435896
419011,2.2435896,2.2435896,2.2435896
419016,2.2435896,2.2435896,2.2435896
419019,2.2435896,2.2435896,2.2435896
419021,1.0,1.0,4.0
419040,2.2435896,2.2435896,2.2435896
419041,2.2435896,2.2435896,2.2435896
419042,2.2435896,2.2435896,2.2435896
420001,2.2435896,2.2435896,2.2435896
420002,2.2435896,2.2435896,4.4871793
420004,2.2435896,2.2435896,2.2435896
420007,2.2435896,2.2435896,2.2435896
420008,2.2435896,2.2435896,2.2435896
420011,2.2435896,2.2435896,3.3653843
420012,2.2435896,2.2435896,2.2435896
420017,2.2435896,2.2435896,2.2435896
420019,2.2435896,2.2435896,4.4871793
420022,2.2435896,2.2435896,4.4871793
420033,2.2435896,2.2435896,2.2435896
501001,1.0,1.0,1.6666666
501003,5.262295,5.262295,7.016393
501008,5.262295,5.262295,
501024,5.262295,5.262295,5.262295
501025,5.262295,5.262295,5.262295
501031,5.262295,5.262295,5.262295
501032,5.262295,5.262295,5.262295
501034,5.262295,5.262295,10.52459
501036,5.262295,5.262295,13.155737
501038,5.262295,5.262295,7.016393
501041,5.262295,5.262295,7.3672123
502001,1.0,1.0,1.0
502007,5.3214283,5.3214283,7.0952377
502041,5.3214283,5.3214283,37.249996
502047,5.3214283,5.3214283,53.214283
502052,5.3214283,5.3214283,5.3214283
502054,5.3214283,5.3214283,5.3214283
502063,5.3214283,5.3214283,10.642857
502064,5.3214283,5.3214283,5.3214283
502069,5.3214283,5.3214283,15.964285
502073,5.3214283,5.3214283,5.3214283
502076,5.3214283,5.3214283,18.624998
502077,5.3214283,5.3214283,5.3214283
502093,5.3214283,5.3214283,5.3214283
502099,5.3214283,5.3214283,5.3214283
502102,5.3214283,5.3214283,5.3214283
502905,,,
503003,1.0,1.0,4.6666665
503004,5.262295,5.262295,17.540981
503014,5.262295,5.262295,5.262295
503016,5.262295,5.262295,42.09836
504003,5.262295,5.262295,5.262295
504004,1.0,1.0,2.0
504021,5.262295,5.262295,8.770491
504023,5.262295,5.262295,5.262295
504024,5.262295,5.262295,5.262295
504029,5.262295,5.262295,5.262295
504906,,,
505001,1.0,1.0,3.125
505007,5.3214283,5.3214283,5.3214283
505009,5.3214283,5.3214283,7.4499993
505028,5.3214283,5.3214283,15.964285
505029,5.3214283,5.3214283,5.3214283
505033,5.3214283,5.3214283,10.642857
505036,5.3214283,5.3214283,5.3214283
505040,5.3214283,5.3214283,5.3214283
505043,5.3214283,5.3214283,5.3214283
505048,5.3214283,5.3214283,5.3214283
505907,,,
506006,5.262295,5.262295,5.262295
506007,5.262295,5.262295,5.262295
506008,1.0,1.0,3.4999998
506027,5.262295,5.262295,5.262295
506029,5.262295,5.262295,5.262295
507006,1.0,1.0,1.2
507009,5.3214283,5.3214283,7.9821424
507014,5.3214283,5.3214283,5.3214283
507020,5.3214283,5.3214283,15.964285
507023,5.3214283,5.3214283,5.3214283
507033,5.3214283,5.3214283,5.3214283
507034,5.3214283,5.3214283,5.3214283
507039,5.3214283,5.3214283,10.642857
507042,5.3214283,5.3214283,5.3214283
507046,5.3214283,5.3214283,5.3214283
508001,5.262295,5.262295,5.262295
508004,5.262295,5.262295,5.262295
508006,5.262295,5.262295,15.786884
508021,1.0,1.0,3.6666665
508026,5.262295,5.262295,5.262295
508029,5.262295,5.262295,5.262295
508030,5.262295,5.262295,5.262295
508031,5.262295,5.262295,5.262295
508032,5.262295,5.262295,5.262295
508034,5.262295,5.262295,5.262295
508042,5.262295,5.262295,5.262295
508043,5.262295,5.262295,7.893442
508047,5.262295,5.262295,13.155737
508049,5.262295,5.262295,5.262295
508053,5.262295,5.262295,15.786884
508060,5.262295,5.262295,5.262295
508904,,,
508908,,,
509001,5.3214283,5.3214283,5.3214283
509004,5.3214283,5.3214283,5.3214283
509011,1.0,1.0,2.0
509020,5.3214283,5.3214283,5.3214283
509027,5.3214283,5.3214283,21.285713
509029,5.3214283,5.3214283,15.964285
509035,5.3214283,5.3214283,5.3214283
510003,5.262295,5.262295,5.262295
510016,5.262295,5.262295,5.262295
510019,1.0,1.0,1.6666666
510020,5.262295,5.262295,8.770491
510033,5.262295,5.262295,5.262295
510910,,,
510912,,,
511003,5.262295,5.262295,10.52459
511015,5.262295,5.262295,15.786884
511018,1.0,1.0,3.6
511020,5.262295,5.262295,5.262295
511023,5.262295,5.262295,10.52459
511025,5.262295,5.262295,10.52459
511027,5.262295,5.262295,5.262295
511909,,,
511911,,,
512001,5.3214283,5.3214283,15.964285
512004,5.3214283,5.3214283,5.3214283
512007,5.3214283,5.3214283,6.385714
512009,5.3214283,5.3214283,7.4499993
512018,1.0,1.0,2.75
512022,5.3214283,5.3214283,5.3214283
512027,5.3214283,5.3214283,58.53571
512028,5.3214283,5.3214283,5.3214283
512044,5.3214283,5.3214283,7.9821424
513005,5.262295,5.262295,5.262295
513015,5.262295,5.262295,5.262295
513016,5.262295,5.262295,5.262295
513021,5.262295,5.262295,7.893442
513023,1.0,1.0,4.5
513025,5.262295,5.262295,13.155737
513029,5.262295,5.262295,5.262295
513033,5.262295,5.262295,5.262295
514004,5.3214283,5.3214283,5.3214283
514005,5.3214283,5.3214283,5.3214283
514020,5.3214283,5.3214283,5.3214283
514024,5.3214283,5.3214283,
514029,5.3214283,5.3214283,21.285713
514030,5.3214283,5.3214283,5.3214283
514031,5.3214283,5.3214283,5.3214283
514034,1.0,1.0,6.6
514047,5.3214283,5.3214283,5.3214283
514049,5.3214283,5.3214283,
514051,5.3214283,5.3214283,5.3214283
515001,1.0,1.0,11.0
515009,5.262295,5.262295,5.262295
515021,1.0,1.0,2.0
515025,5.262295,5.262295,5.262295
515032,5.262295,5.262295,5.262295
515034,5.262295,5.262295,10.52459
515049,5.262295,5.262295,5.262295
515051,5.262295,5.262295,10.52459
515055,5.262295,5.262295,5.262295
516008,5.262295,5.262295,5.262295
516014,5.262295,5.262295,11.840163
516015,5.262295,5.262295,5.262295
516018,5.262295,5.262295,36.836063
516019,5.262295,5.262295,5.262295
516026,5.262295,5.262295,5.262295
516039,1.0,1.0,5.5
517011,5.262295,5.262295,5.262295
517024,1.0,1.0,3.4999998
517029,5.262295,5.262295,47.360653
517032,5.262295,5.262295,5.262295
517033,5.262295,5.262295,10.52459
517035,5.262295,5.262295,36.836063
517040,5.262295,5.262295,21.04918
517042,5.262295,5.262295,10.52459
517044,5.262295,5.262295,7.016393
517049,1.0,1.0,4.0
517901,,,
517902,,,
517903,,,
518002,5.262295,5.262295,13.155737
518011,5.262295,5.262295,5.262295
518013,5.262295,5.262295,5.262295
518019,5.262295,5.262295,5.262295
518022,5.262295,5.262295,5.262295
518024,5.262295,5.262295,5.262295
518026,5.262295,5.262295,5.262295
518028,5.262295,5.262295,5.262295
518034,5.262295,5.262295,10.52459
518042,5.262295,5.262295,21.04918
518046,5.262295,5.262295,10.52459
518057,5.262295,5.262295,
518063,5.262295,5.262295,5.262295
518066,5.262295,5.262295,5.262295
518068,5.262295,5.262295,5.262295
518081,1.0,1.0,2.25
518089,5.262295,5.262295,
518096,5.262295,5.262295,10.52459
518097,5.262295,5.262295,5.262295
518098,5.262295,5.262295,15.786884
518105,5.262295,5.262295,5.262295
518106,5.262295,5.262295,15.786884
518108,5.262295,5.262295,12.2786875
518118,5.262295,5.262295,5.262295
518120,5.262295,5.262295,7.893442
519006,5.262295,5.262295,10.52459
519008,5.262295,5.262295,15.786884
519010,5.262295,5.262295,5.262295
519013,5.262295,5.262295,5.262295
519021,5.262295,5.262295,5.262295
519022,1.0,1.0,5.2
519024,5.262295,5.262295,15.786884
519027,5.262295,5.262295,5.262295
519040,5.262295,5.262295,10.52459
520005,5.262295,5.262295,5.262295
520006,5.262295,5.262295,5.262295
520009,5.262295,5.262295,8.770491
520011,5.262295,5.262295,10.52459
520013,5.262295,5.262295,5.262295
520019,5.262295,5.262295,5.262295
520022,5.262295,5.262295,5.262295
520025,5.262295,5.262295,5.262295
520031,1.0,1.0,1.7499999
520032,5.262295,5.262295,7.893442
520033,5.262295,5.262295,10.52459
520037,5.262295,5.262295,5.262295
520038,5.262295,5.262295,5.262295
520044,5.262295,5.262295,5.262295
520046,5.262295,5.262295,5.262295
520059,5.262295,5.262295,10.52459
601001,1.0,31.0,2.6666667
601003,1.0,43.0,3.0
601004,1.0,37.0,6.0
601005,1.0,17.0,3.3333333
601006,1.0,13.0,6.0
601008,1.0,22.0,3.2499998
601009,1.0,8.0,3.4999998
601010,1.0,8.0,3.0
601011,1.0,14.0,2.0
601013,1.0,11.0,1.0
601014,1.0,1.0,1.0
602001,1.0,4.0,1.0
602002,1.0,25.0,2.0
602003,1.0,4.0,1.5
602004,1.0,12.0,3.0
602005,1.0,25.0,1.0
602006,1.0,13.0,8.0
602007,1.0,2.0,2.0
602008,1.0,1.0,1.0
602009,1.0,11.0,1.0
602011,1.0,4.0,3.0
602012,1.0,18.0,2.0
602013,1.0,4.0,1.5
602015,1.0,14.0,9.0
602016,1.0,49.0,1.7499999
602017,1.0,11.0,4.5
602018,1.0,35.0,3.4999998
602019,1.0,6.0,2.0
602021,1.0,13.0,4.0
602022,1.0,4.0,4.0
603001,1.0,17.0,2.5
603002,1.0,20.0,1.5
603003,1.0,43.0,1.6666666
603004,1.0,20.0,1.0
603005,1.0,39.0,1.6666666
603007,1.0,16.0,2.2
603008,1.0,31.0,4.25
603009,1.0,5.0,3.0
603010,1.0,9.0,1.0
603011,1.0,7.0,1.5
604001,1.0,29.0,
604002,1.0,55.0,1.5
604003,1.0,6.0,2.0
604004,1.0,6.0,1.0
604006,1.0,19.0,4.0
604007,1.0,10.0,3.0
604008,1.0,3.0,
604010,1.0,16.0,
604011,1.0,21.0,2.0
604013,1.0,4.0,1.0
604015,1.0,4.0,1.0
604016,1.0,92.0,1.3333334
604018,1.0,9.0,
604019,1.0,10.0,4.0
604020,1.0,12.0,3.0
604021,1.0,6.0,1.0
604023,1.0,5.0,1.5
605002,1.0,20.0,1.4
605004,1.0,5.0,1.0
605006,1.0,10.0,1.3333334
605007,1.0,11.0,1.0
605008,1.0,58.0,1.0
605009,1.0,4.0,
605011,1.0,13.0,5.0
605012,1.0,11.0,2.0
605013,1.0,2.0,1.0
605014,1.0,8.0,1.0
605015,1.0,10.0,2.0
605016,1.0,3.0,3.0
605017,1.0,23.0,1.3333334
605019,1.0,18.0,2.0
605020,1.0,3.0,1.0
605023,1.0,45.0,2.0
605024,1.0,2.0,2.0
605025,1.0,64.0,2.0
605026,1.0,3.0,
605027,1.0,12.0,1.1666666
605028,1.0,12.0,1.0
606001,1.0,25.0,2.0
606003,1.0,3.0,1.0
606004,1.0,3.0,1.0
606005,1.0,21.0,2.0
606006,1.0,15.0,2.0
606007,1.0,2.0,2.0
606008,1.0,1.0,1.0
606009,1.0,14.0,4.0
606010,1.0,11.0,1.0
606011,1.0,4.0,1.0
606012,1.0,1.0,1.0
606013,1.0,11.0,4.0
606014,1.0,10.0,1.0
606016,1.0,5.0,1.0
606018,1.0,7.0,2.0
606019,1.0,32.0,1.5
606020,1.0,13.0,1.0
606021,1.0,3.0,1.0
606022,1.0,8.0,4.0
606023,1.0,33.0,4.8
606024,1.0,16.0,1.0
606025,1.0,6.0,1.0
606026,1.0,6.0,3.0
606027,1.0,5.0,1.5
607001,1.0,45.0,5.0
607002,1.0,33.0,1.0
607003,1.0,11.0,4.0
607009,1.0,9.0,3.0
607010,1.0,29.0,1.25
607012,1.0,9.0,2.0
607015,1.0,8.0,1.0
607018,1.0,8.0,1.0
607020,1.0,12.0,1.0
607021,1.0,1.0,1.0
607024,1.0,4.0,2.0
607025,1.0,11.0,1.0
607028,1.0,7.0,1.0
607029,1.0,6.0,3.0
607031,1.0,12.0,1.0
607032,1.0,23.0,1.6666666
607034,1.0,22.0,1.2
607035,1.0,24.0,8.0
607037,1.0,23.0,1.5
607039,1.0,2.0,1.0
607041,1.0,2.0,1.0
608007,1.0,5.0,2.0
608012,1.0,26.0,3.0
608014,1.0,4.0,1.0
608015,1.0,9.0,1.7499999
608018,1.0,14.0,1.7499999
608020,1.0,6.0,2.0
608022,1.0,6.0,2.0
608023,1.0,69.0,1.5
608027,1.0,29.0,3.2499998
608028,11.0,44.0,22.0
608029,11.0,66.0,16.5
608030,11.0,110.0,22.0
608031,11.0,253.0,33.0
608032,11.0,935.0,38.5
608033,11.0,88.0,19.25
608034,11.0,132.0,22.0
608035,11.0,121.0,22.0
608036,1.0,12.0,1.0
608037,1.0,20.0,1.8333333
608038,1.0,7.0,1.0
608039,1.0,22.0,2.5
608040,1.0,15.0,1.0
608041,11.0,242.0,33.0
608042,11.0,462.0,48.399998
608043,11.0,88.0,22.0
608044,11.0,176.0,11.0
608045,11.0,154.0,25.666666
608048,1.0,8.0,1.5
608054,1.0,13.0,3.0
608055,1.0,26.0,2.0
608056,1.0,17.0,1.5
608057,1.0,107.0,1.8199999
608058,1.0,30.0,3.0
608060,1.0,49.0,3.4999998
608061,1.0,5.0,2.0
608062,,,
608063,,,
608066,,,
608068,,,
608069,,,
608070,,,
608071,,,
608072,,,
608073,,,
608074,,,
608075,,,
608076,,,
608077,,,
608078,,,
608079,,,
608080,,,
608081,,,
608082,,,
608083,,,
608084,,,
608085,,,
608086,,,
608087,,,
901002,3.1654677,3.1654677,3.1654677
901003,3.1654677,3.1654677,3.1654677
901004,3.1654677,3.1654677,3.1654677
901007,3.1654677,3.1654677,3.1654677
901008,3.1654677,3.1654677,4.7482014
901013,3.1654677,3.1654677,5.2757792
901014,3.1654677,3.1654677,6.3309355
901017,3.1654677,3.1654677,9.496403
901019,1.0,1.0,6.9999995
901020,3.1654677,3.1654677,6.3309355
902001,1.0,1.0,2.0
902016,1.0,1.0,2.6666667
902022,3.1654677,3.1654677,6.3309355
902023,3.1654677,3.1654677,9.496403
902026,3.1654677,3.1654677,3.1654677
902027,3.1654677,3.1654677,6.3309355
902028,3.1654677,3.1654677,3.1654677
902030,3.1654677,3.1654677,5.2757792
902033,3.1654677,3.1654677,5.5395684
902039,3.1654677,3.1654677,6.3309355
903005,3.1654677,3.1654677,4.7482014
903007,3.1654677,3.1654677,4.7482014
903009,3.1654677,3.1654677,6.3309355
903020,3.1654677,3.1654677,7.913669
903023,3.1654677,3.1654677,4.7482014
903025,3.1654677,3.1654677,4.7482014
903026,1.0,1.0,
904002,3.1654677,3.1654677,3.1654677
904003,3.1654677,3.1654677,12.661871
904004,3.1654677,3.1654677,3.1654677
904010,3.1654677,3.1654677,3.1654677
905008,3.1654677,3.1654677,15.827338
905009,3.1654677,3.1654677,6.3309355
905010,3.1654677,3.1654677,6.3309355
905015,3.1654677,3.1654677,6.3309355
905016,3.1654677,3.1654677,3.1654677
905017,3.1654677,3.1654677,3.1654677
905018,3.1654677,3.1654677,8.441247
905019,3.1654677,3.1654677,6.3309355
905031,3.1654677,3.1654677,7.913669
905032,3.1654677,3.1654677,12.661871
905036,3.1654677,3.1654677,15.827338
905037,3.1654677,3.1654677,6.3309355
905038,3.1654677,3.1654677,3.1654677
905041,3.1654677,3.1654677,3.1654677
905045,3.1654677,3.1654677,9.496403
905046,3.1654677,3.1654677,6.3309355
906001,1.0,1.0,1.0
906004,3.1654677,3.1654677,3.6930456
906006,3.1654677,3.1654677,6.3309355
906014,3.1654677,3.1654677,
906018,3.1654677,3.1654677,3.1654677
906021,3.1654677,3.1654677,6.3309355
906026,3.1654677,3.1654677,6.3309355
906034,3.1654677,3.1654677,3.1654677
906035,3.1654677,3.1654677,3.1654677
906957,,,
906958,,,
906959,,,
907002,3.1654677,3.1654677,6.3309355
907003,3.1654677,3.1654677,11.079137
907004,,,
907012,3.1654677,3.1654677,4.2206235
907013,3.1654677,3.1654677,
907015,3.1654677,3.1654677,12.661871
907017,3.1654677,3.1654677,6.3309355
907018,3.1654677,3.1654677,7.913669
907027,3.1654677,3.1654677,20.575539
907028,3.1654677,3.1654677,7.913669
907029,3.1654677,3.1654677,9.496403
907031,3.1654677,3.1654677,9.496403
907032,3.1654677,3.1654677,4.7482014
907033,3.1654677,3.1654677,6.964029
907034,3.1654677,3.1654677,3.1654677
